food_code,name,basis_unit,per100_kcal,per100_protein_g,per100_fat_g,per100_carb_g,per100_sugar_g,source
R108-118000001-0000,블랙커런트_생것,100g,63,1.40,0.41,15.38,,농진청
R108-119010001-0000,애플수박_S-비너스_생것,100g,40,0.94,0.81,8.39,6.23,농진청
R108-120017701-0000,구기자_재래종_열매_생것,100g,69,4.50,2.04,10.23,7.31,농진청
R108-121000001-0000,잭프루트_생것,100g,95,1.72,0.64,23.25,19.08,농진청
R108-122000001-0000,오렴자(카람볼라)_생것,100g,30,0.70,0.10,7.50,,농진청
R108-125000001-0000,마가목 열매_생것,100g,115,1.30,0.80,25.50,,농진청
R108-126000002-0000,보리밥 열매_말린것,100g,354,18.50,1.30,68.50,,농진청
R108-050080001-0000,사과_감홍_생것,100g,51,0.34,0.08,13.74,11.37,농진청
R108-050090001-0000,사과_양광_생것,100g,47,0.29,0.1,12.68,9.26,농진청
R108-050000009-0000,사과_동결건조,100g,332,1.86,1.94,85.87,67.3,농진청
R108-069010001-0000,오렌지_네블_생것,100g,47,0.92,0.16,11.81,9.21,농진청
R209-003008601-0000,거위고기_살코기_생것,100g,161,22.75,7.13,0.00,,농진청
R209-003008650-0000,거위고기_살코기_구운것,100g,238,28.97,12.67,0.00,,농진청
R209-004003101-0000,거위 부산물_간_생것,100g,133,16.37,4.28,6.32,,농진청
R209-005000001-0000,고래고기_생것,100g,111,26.50,0.50,0.00,0.00,농진청
R209-007010001-0000,꿩고기_숫꿩_생것,100g,124,27.50,0.80,0.00,,농진청
R209-007020001-0000,꿩고기_암꿩_생것,100g,120,27.20,0.60,0.00,,농진청
R209-008000050-0000,닭고기_구운것,100g,247,27.80,12.60,2.80,,농진청
R209-008000501-0000,닭고기_가슴(껍질 제거)_생것,100g,106,22.97,0.97,0.00,0.00,농진청
R209-008000546-0000,닭고기_가슴(껍질 제거)_삶은것,100g,127,28.09,0.93,0.00,0.00,농진청
R209-008000551-0000,닭고기_가슴(껍질 제거)_구운것(팬),100g,164,35.47,1.48,0.00,0.00,농진청
R209-008000601-0000,닭고기_날개_생것,100g,178,18.78,10.53,0.00,0.00,농진청
R209-008000646-0000,닭고기_날개_삶은것,100g,233,25.10,13.54,0.00,0.00,농진청
R209-008000653-0000,닭고기_날개_구운것(오븐),100g,244,26.36,14.08,0.00,0.00,농진청
R209-008000701-0000,닭고기_넓적다리_생것,100g,190,18.59,11.83,0.00,0.00,농진청
R209-008000746-0000,닭고기_넓적다리_삶은것,100g,230,25.14,13.18,0.00,0.00,농진청
R209-008000751-0000,닭고기_넓적다리_구운것(팬),100g,238,26.33,13.53,0.00,0.00,농진청
R209-008001101-0000,닭고기_목_생것,100g,342,15.05,29.58,0.00,0.00,농진청
R209-008006301-0000,닭고기_아랫다리_생것,100g,154,19.41,7.67,0.00,0.00,농진청
R209-008006346-0000,닭고기_아랫다리_삶은것,100g,189,24.34,9.17,0.00,0.00,농진청
R209-008006353-0000,닭고기_아랫다리_구운것(오븐),100g,215,28.88,9.92,0.00,0.00,농진청
R209-008007154-0000,닭고기_전체_튀긴것,100g,274,23.90,17.10,6.10,,농진청
R209-008008601-0000,닭고기_살코기_생것,100g,115,24.00,1.40,0.10,,농진청
R209-008008646-0000,닭고기_살코기_삶은것,100g,142,27.80,2.60,0.10,,농진청
R209-008010001-0000,닭고기_성계_생것,100g,180,19.00,10.60,0.10,,농진청
R209-008020046-0000,닭고기_영계_삶은것,100g,251,26.10,15.00,0.00,,농진청
R209-008030001-0000,닭고기_오골계_생것,100g,138,19.00,6.10,0.10,,농진청
R209-008040001-0000,닭고기_토종_생것,100g,118,22.00,2.60,0.20,,농진청
R209-008040400-0000,닭고기_토종_가슴,100g,106,23.10,0.70,0.50,,농진청
R209-008040600-0000,닭고기_토종_날개,100g,122,20.40,3.50,0.80,,농진청
R209-008047500-0000,닭고기_토종_껍질,100g,351,12.60,31.60,0.00,,농진청
R209-008048200-0000,닭고기_토종_다리,100g,130,18.90,4.90,0.90,,농진청
R209-008048600-0000,닭고기_토종_살코기,100g,108,20.00,1.30,2.80,,농진청
R209-009000501-0000,닭 부산물_모래주머니_생것,100g,84,16.87,1.41,0.00,0.00,농진청
R209-009000553-0000,닭 부산물_모래주머니_구운것(오븐),100g,132,26.78,2.00,0.00,0.00,농진청
R209-009003101-0000,닭 부산물_간_생것,100g,116,18.80,3.90,0.10,,농진청
R209-009003146-0000,닭 부산물_간_삶은것,100g,167,24.46,6.51,0.87,0.00,농진청
R209-009003601-0000,닭 부산물_심장(염통)_생것,100g,153,15.55,9.33,0.71,,농진청
R209-009003646-0000,닭 부산물_심장(염통)_삶은것,100g,185,26.41,7.92,0.10,,농진청
R209-009003846-0000,닭 부산물_발_삶은것,100g,215,19.40,14.60,0.20,0.00,농진청
R209-009003801-0000,닭 부산물_닭발_생것,100g,199,17.64,13.27,0,0,농진청
R209-009003151-0000,닭 부산물_간_구운것(팬),100g,154,18.54,6.53,3.58,0,농진청
R209-009003651-0000,닭 부산물_심장(염통)_구운것(팬),100g,216,24.44,11.98,0,0,농진청
R209-011000000-0000,닭 육수,100g,12,1.30,0.70,0.00,,농진청
R209-046000000-0000,닭 부산물_닭발_육수,100g,4,0.25,0.28,0,0,농진청
R209-014001001-0000,돼지고기_뒷다리_생것,100g,135,20.88,4.97,0.00,0.00,농진청
R209-014001046-0000,돼지고기_뒷다리_삶은것,100g,211,30.63,8.70,0.00,0.00,농진청
R209-014001051-0000,돼지고기_뒷다리_구운것(팬),100g,212,30.21,8.93,0.00,0.00,농진청
R209-014001201-0000,돼지고기_삼겹살(삼겹살)_생것,100g,392,13.27,35.70,0.00,0.00,농진청
R209-014001246-0000,돼지고기_삼겹살(삼겹살)_삶은것,100g,427,19.58,36.64,0.00,0.00,농진청
R209-014001251-0000,돼지고기_삼겹살(삼겹살)_구운것(팬),100g,484,22.78,41.20,0.00,0.00,농진청
R209-014002201-0000,돼지고기_뒷다리(도가니살)_생것,100g,130,21.29,4.23,0.00,0.00,농진청
R209-014002301-0000,돼지고기_뒷다리(뒷사태살)_생것,100g,135,20.51,5.11,0.00,0.00,농진청
R209-014002401-0000,돼지고기_뒷다리(보섭살)_생것,100g,138,21.13,5.14,0.00,0.00,농진청
R209-014002501-0000,돼지고기_뒷다리(볼기살)_생것,100g,133,20.79,4.81,0.00,0.00,농진청
R209-014002601-0000,돼지고기_뒷다리(설깃살)_생것,100g,139,20.90,5.39,0.00,0.00,농진청
R209-014002701-0000,돼지고기_뒷다리(홍두깨살)_생것,100g,136,20.03,5.44,0.00,0.00,농진청
R209-014002801-0000,돼지고기_등심(등심덧살)_생것,100g,203,17.51,13.74,0.00,0.00,농진청
R209-014002901-0000,돼지고기_등심(알등심살)_생것,100g,145,22.90,5.13,0.00,0.00,농진청
R209-014003001-0000,돼지고기_앞다리(앞사태살)_생것,100g,132,20.82,4.68,0.00,0.00,농진청
R209-014003101-0000,돼지고기_삼겹살(갈매기살)_생것,100g,190,17.92,12.16,0.00,0.00,농진청
R209-014003201-0000,돼지고기_삼겹살(등갈비)_생것,100g,237,17.88,17.19,0.00,0.00,농진청
R209-014003301-0000,돼지고기_삼겹살(토시살)_생것,100g,141,20.46,5.82,0.00,0.00,농진청
R209-014003401-0000,돼지고기_삼겹살(오돌삼겹)_생것,100g,325,17.12,26.89,0.00,0.00,농진청
R209-014003501-0000,돼지고기_앞다리(항정살)_생것,100g,307,17.98,24.52,0.00,0.00,농진청
R209-014003601-0000,돼지고기_앞다리(주걱살)_생것,100g,144,20.49,6.13,0.00,0.00,농진청
R209-014006501-0000,돼지고기_등심(등심살)_생것,100g,135,24.03,3.60,0.00,0.00,농진청
R209-014006601-0000,돼지고기_삼겹살_생것,100g,372,13.90,33.31,0.00,0.00,농진청
R209-014008101-0000,돼지고기_갈비_생것,100g,236,17.77,17.06,0.00,0.00,농진청
R209-014008146-0000,돼지고기_갈비_삶은것,100g,296,26.51,19.54,0.00,0.00,농진청
R209-014008151-0000,돼지고기_갈비_구운것(팬),100g,270,24.83,17.59,0.00,0.00,농진청
R209-014008301-0000,돼지고기_등심_생것,100g,142,23.33,4.58,0.00,0.00,농진청
R209-014008346-0000,돼지고기_등심_삶은것,100g,204,35.08,5.94,0.00,0.00,농진청
R209-014008351-0000,돼지고기_등심_구운것(팬),100g,184,32.06,5.18,0.00,0.00,농진청
R209-014008401-0000,돼지고기_목심(목심살)_생것,100g,227,17.21,16.36,0.00,0.00,농진청
R209-014008446-0000,돼지고기_목심(목심살)_삶은것,100g,282,25.43,18.56,0.00,0.00,농진청
R209-014008451-0000,돼지고기_목심(목심살)_구운것(팬),100g,264,24.06,17.23,0.00,0.00,농진청
R209-014008501-0000,돼지고기_사태_생것,100g,156,19.78,7.72,0.00,0.00,농진청
R209-014008546-0000,돼지고기_사태_삶은것,100g,203,29.14,8.46,0.00,0.00,농진청
R209-014008551-0000,돼지고기_사태_구운것(팬),100g,212,28.47,9.74,0.00,0.00,농진청
R209-014008601-0000,돼지고기_살코기_생것,100g,203,19.45,12.84,0.00,0.00,농진청
R209-014008701-0000,돼지고기_안심(안심살)_생것,100g,123,22.21,3.15,0.00,0.00,농진청
R209-014008746-0000,돼지고기_안심(안심살)_삶은것,100g,177,32.32,4.31,0.00,0.00,농진청
R209-014008751-0000,돼지고기_안심(안심살)_구운것(팬),100g,172,30.23,4.76,0.00,0.00,농진청
R209-014008801-0000,돼지고기_앞다리_생것,100g,159,20.21,7.87,0.00,0.00,농진청
R209-014008901-0000,돼지고기_앞다리(꾸리살)_생것,100g,135,18.83,5.91,0.00,0.00,농진청
R209-014009201-0000,돼지고기_앞다리(부채살)_생것,100g,152,20.09,7.18,0.00,0.00,농진청
R209-014009301-0000,돼지고기_앞다리(앞다리살)_생것,100g,161,20.56,7.92,0.00,0.00,농진청
R209-014009401-0000,돼지고기_앞다리(수육용)_생것,100g,274,17.46,21.32,0,0,농진청
R209-014009446-0000,돼지고기_앞다리(수육용)_삶은것,100g,310,27.47,20.63,0,0,농진청
R209-015000201-0000,돼지 부산물_대장_생것,100g,227,8.70,20.20,0.00,,농진청
R209-015000246-0000,돼지 부산물_대장_삶은것,100g,166,11.70,13.80,0.00,,농진청
R209-015000301-0000,돼지 부산물_맹장_생것,100g,371,10.80,34.60,0.00,,농진청
R209-015000601-0000,돼지 부산물_비장_생것,100g,85,18.00,1.00,0.00,,농진청
R209-015001001-0000,돼지 부산물_위(오소리감투)_생것,100g,112,17.30,4.10,0.00,,농진청
R209-015001046-0000,돼지 부산물_위(오소리감투)_삶은것,100g,157,21.40,7.26,0.09,0.00,농진청
R209-015001101-0000,돼지 부산물_직장_생것,100g,344,9.90,32.10,0.00,,농진청
R209-015001301-0000,돼지 부산물_췌장_생것,100g,154,20.70,7.10,0.00,,농진청
R209-015003101-0000,돼지 부산물_간_생것,100g,134,21.39,3.65,2.47,,농진청
R209-015003146-0000,돼지 부산물_간_삶은것,100g,165,26.02,4.40,3.76,,농진청
R209-015003401-0000,돼지 부산물_소장(곱창)_생것,100g,182,7.64,16.61,0.00,0.00,농진청
R209-015003446-0000,돼지 부산물_소장(곱창)_삶은것,100g,233,12.49,20.32,0.00,0.00,농진청
R209-015003501-0000,돼지 부산물_신장_생것,100g,110,16.70,3.70,1.20,,농진청
R209-015003546-0000,돼지 부산물_신장_삶은것,100g,151,25.40,4.70,0.00,,농진청
R209-015003601-0000,돼지 부산물_심장(염통)_생것,100g,118,17.27,4.36,1.33,0.00,농진청
R209-015003646-0000,돼지 부산물_심장(염통)_삶은것,100g,148,23.60,5.05,0.40,,농진청
R209-015003701-0000,돼지 부산물_자궁_생것,100g,73,15.40,0.80,0.00,,농진청
R209-015003801-0000,돼지 부산물_족발_생것,100g,212,23.16,12.59,0.00,0.00,농진청
R209-015003846-0000,돼지 부산물_족발_삶은것,100g,238,21.94,16.05,0.00,0.00,농진청
R209-015003901-0000,돼지 부산물_허파_생것,100g,85,14.08,2.72,0.00,,농진청
R209-015003946-0000,돼지 부산물_허파_삶은것,100g,99,16.60,3.10,0.00,,농진청
R209-015000446-0000,돼지 부산물_머리고기_삶은것,100g,363,17.52,30.67,0,0,농진청
R209-023000001-0000,메추리고기_생것,100g,194,20.50,12.90,0.10,,농진청
R209-024000001-0000,멧돼지고기_생것,100g,249,18.80,19.80,0.50,,농진청
R209-024008801-0000,멧돼지고기_앞다리_생것,100g,191,21.50,10.70,0.00,,농진청
R209-027011352-0000,소고기_수입산(미국산)_설도_구운것(석쇠),100g,164,28.45,4.67,0.00,0.00,농진청
R209-027018153-0000,소고기_수입산(미국산)_갈비_구운것(오븐),100g,400,22.57,33.70,0.00,,농진청
R209-027018401-0000,소고기_수입산(미국산)_목심(목심살)_생것,100g,268,16.98,21.31,0.97,0.00,농진청
R209-027018446-0000,소고기_수입산(미국산)_목심(목심살)_삶은것,100g,359,26.37,27.26,0.00,0.00,농진청
R209-027018548-0000,소고기_수입산(미국산)_사태_끓인것,100g,201,33.68,6.36,0.00,,농진청
R209-027018750-0000,소고기_수입산(미국산)_안심(안심살)_구운것,100g,267,26.46,17.12,0.00,0.00,농진청
R209-027031801-0000,소고기_한우_양지_생것,100g,253,18.58,18.59,0.00,0.00,농진청
R209-027031846-0000,소고기_한우_양지_삶은것,100g,272,33.09,14.05,0.00,0.00,농진청
R209-027031851-0000,소고기_한우_양지_구운것(팬),100g,309,25.60,21.32,0.00,0.00,농진청
R209-027038101-0000,소고기_한우_갈비_생것,100g,307,16.50,24.40,1.90,,농진청
R209-027038301-0000,소고기_한우_등심_생것,100g,313,15.61,26.30,0.00,0.00,농진청
R209-027038346-0000,소고기_한우_등심_삶은것,100g,357,25.20,26.63,0.00,0.00,농진청
R209-027038351-0000,소고기_한우_등심_구운것(팬),100g,400,18.90,33.99,0.00,0.00,농진청
R209-027039101-0000,소고기_한우_채끝(채끝살)_생것,100g,126,17.10,5.60,0.20,,농진청
R209-027041301-0000,소고기_한우(1++등급)_설도_생것,100g,217,19.63,14.21,0.00,0.00,농진청
R209-027041401-0000,소고기_한우(1++등급)_설도(보섭살)_생것,100g,218,20.24,14.05,0.00,0.00,농진청
R209-027041501-0000,소고기_한우(1++등급)_설도(설깃살)_생것,100g,223,19.74,14.85,0.00,0.00,농진청
R209-027041601-0000,소고기_한우(1++등급)_우둔(우둔살)_생것,100g,191,20.39,11.17,0.00,0.00,농진청
R209-027041701-0000,소고기_한우(1++등급)_우둔(홍두깨살)_생것,100g,189,20.44,10.87,0.00,0.00,농진청
R209-027041801-0000,소고기_한우(1++등급)_양지_생것,100g,288,16.81,23.08,0.00,0.00,농진청
R209-027041901-0000,소고기_한우(1++등급)_양지(양지머리)_생것,100g,213,19.88,13.75,0.00,0.00,농진청
R209-027042001-0000,소고기_한우(1++등급)_양지(업진살)_생것,100g,413,12.64,38.19,0.00,0.00,농진청
R209-027043701-0000,소고기_한우(1++등급)_갈비(꽃갈비)_생것,100g,424,12.62,39.35,0.00,0.00,농진청
R209-027043801-0000,소고기_한우(1++등급)_갈비(본갈비)_생것,100g,376,14.64,33.38,0.00,0.00,농진청
R209-027043901-0000,소고기_한우(1++등급)_갈비(안창살)_생것,100g,313,14.57,26.73,0.00,0.00,농진청
R209-027044001-0000,소고기_한우(1++등급)_갈비(제비추리)_생것,100g,202,20.04,12.49,0.00,0.00,농진청
R209-027044101-0000,소고기_한우(1++등급)_갈비(참갈비)_생것,100g,415,12.17,38.65,0.00,0.00,농진청
R209-027044201-0000,소고기_한우(1++등급)_갈비(토시살)_생것,100g,273,16.46,21.62,0.00,0.00,농진청
R209-027044301-0000,소고기_한우(1++등급)_등심(꽃등심살)_생것,100g,365,15.44,31.86,0.00,0.00,농진청
R209-027044401-0000,소고기_한우(1++등급)_등심(살치살)_생것,100g,363,14.73,31.96,0.00,0.00,농진청
R209-027044501-0000,소고기_한우(1++등급)_등심(아래등심살)_생것,100g,348,16.23,29.73,0.00,0.00,농진청
R209-027044601-0000,소고기_한우(1++등급)_등심(윗등심살)_생것,100g,335,16.03,28.46,0.00,0.00,농진청
R209-027044701-0000,소고기_한우(1++등급)_사태(뒷사태)_생것,100g,178,21.41,9.31,0.00,0.00,농진청
R209-027044801-0000,소고기_한우(1++등급)_사태(뭉치사태)_생것,100g,167,22.45,7.70,0.00,0.00,농진청
R209-027044901-0000,소고기_한우(1++등급)_사태(상박살)_생것,100g,222,20.22,14.55,0.00,0.00,농진청
R209-027045001-0000,소고기_한우(1++등급)_사태(아롱사태)_생것,100g,233,21.76,15.03,0.00,0.00,농진청
R209-027045101-0000,소고기_한우(1++등급)_사태(앞사태)_생것,100g,159,20.86,7.58,0.00,0.00,농진청
R209-027045201-0000,소고기_한우(1++등급)_설도(도가니살)_생것,100g,175,20.28,9.47,0.00,0.00,농진청
R209-027045301-0000,소고기_한우(1++등급)_설도(삼각살)_생것,100g,304,16.89,24.76,0.00,0.00,농진청
R209-027045401-0000,소고기_한우(1++등급)_설도(설깃머리살)_생것,100g,245,17.85,18.03,0.00,0.00,농진청
R209-027045501-0000,소고기_한우(1++등급)_앞다리(갈비덧살)_생것,100g,224,19.17,15.21,0.00,0.00,농진청
R209-027045601-0000,소고기_한우(1++등급)_앞다리(부채덮개살)_생것,100g,185,21.26,10.10,0.00,0.00,농진청
R209-027045701-0000,소고기_한우(1++등급)_양지(앞치마살)_생것,100g,351,14.29,30.90,0.00,0.00,농진청
R209-027045801-0000,소고기_한우(1++등급)_양지(업진안살)_생것,100g,321,15.43,27.21,0.00,0.00,농진청
R209-027045901-0000,소고기_한우(1++등급)_양지(차돌박이)_생것,100g,342,14.12,29.96,0.00,0.00,농진청
R209-027046001-0000,소고기_한우(1++등급)_양지(치마살)_생것,100g,275,16.37,21.84,0.00,0.00,농진청
R209-027046101-0000,소고기_한우(1++등급)_양지(치마양지)_생것,100g,253,18.04,18.82,0.00,0.00,농진청
R209-027046201-0000,소고기_한우(1++등급)_우둔_생것,100g,191,20.40,11.11,0.00,0.00,농진청
R209-027048101-0000,소고기_한우(1++등급)_갈비_생것,100g,406,13.86,36.93,0.00,0.00,농진청
R209-027048301-0000,소고기_한우(1++등급)_등심_생것,100g,349,15.76,30.03,0.00,0.00,농진청
R209-027048401-0000,소고기_한우(1++등급)_목심(목심살)_생것,100g,217,20.24,13.96,0.00,0.00,농진청
R209-027048501-0000,소고기_한우(1++등급)_사태_생것,100g,174,21.37,8.91,0.00,0.00,농진청
R209-027048601-0000,소고기_한우(1++등급)_살코기_생것,100g,269,17.88,20.60,0.00,0.00,농진청
R209-027048701-0000,소고기_한우(1++등급)_안심(안심살)_생것,100g,268,17.40,20.63,0.00,0.00,농진청
R209-027048801-0000,소고기_한우(1++등급)_앞다리_생것,100g,222,18.90,15.12,0.00,0.00,농진청
R209-027048901-0000,소고기_한우(1++등급)_앞다리(꾸리살)_생것,100g,192,19.58,11.58,0.00,0.00,농진청
R209-027049101-0000,소고기_한우(1++등급)_채끝(채끝살)_생것,100g,360,16.48,30.84,0.00,0.00,농진청
R209-027049201-0000,소고기_한우(1++등급)_앞다리(부채살)_생것,100g,285,17.02,22.64,0.00,0.00,농진청
R209-027049301-0000,소고기_한우(1++등급)_앞다리(앞다리살)_생것,100g,213,18.93,14.19,0.00,0.00,농진청
R209-027051401-0000,소고기_한우(3등급)_설도(보섭살)_생것,100g,108,22.20,1.50,0.00,,농진청
R209-027051501-0000,소고기_한우(3등급)_설도(설깃살)_생것,100g,103,22.20,1.00,0.00,,농진청
R209-027051601-0000,소고기_한우(3등급)_우둔(우둔살)_생것,100g,107,22.80,1.10,0.00,,농진청
R209-027051701-0000,소고기_한우(3등급)_우둔(홍두깨살)_생것,100g,104,22.50,1.00,0.00,,농진청
R209-027051901-0000,소고기_한우(3등급)_양지(양지머리)_생것,100g,104,21.40,1.50,0.00,,농진청
R209-027052001-0000,소고기_한우(3등급)_양지(업진살)_생것,100g,111,21.70,2.10,0.00,,농진청
R209-027058301-0000,소고기_한우(3등급)_등심_생것,100g,117,21.30,2.90,0.00,,농진청
R209-027058401-0000,소고기_한우(3등급)_목심(목심살)_생것,100g,102,21.40,1.20,0.00,,농진청
R209-027058901-0000,소고기_한우(3등급)_앞다리(꾸리살)_생것,100g,102,21.50,1.20,0.00,,농진청
R209-027059101-0000,소고기_한우(3등급)_채끝(채끝살)_생것,100g,113,22.40,2.00,0.00,,농진청
R209-027061301-0000,소고기_한우(1등급)_설도_생것,100g,183,20.98,10.06,0.00,0.00,농진청
R209-027061401-0000,소고기_한우(1등급)_설도(보섭살)_생것,100g,163,21.75,7.57,0.00,0.00,농진청
R209-027061501-0000,소고기_한우(1등급)_설도(설깃살)_생것,100g,204,21.09,12.22,0.00,0.00,농진청
R209-027061601-0000,소고기_한우(1등급)_우둔(우둔살)_생것,100g,166,23.08,7.29,0.00,0.00,농진청
